input,target,source
"sleep_avg_3=5.16 mood_avg_3=2.55 sleep_slope=0.112 mood_slope=-0.012 risk=45.48 trend=0.291 user_text=I keep hearing I am attractive from people around me, and I think I believe it. But I have low confidence regarding approaching girls I like.","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>I recommend that you focus on the negative thoughts or irrational beliefs that are going through your mind at the tim.",counselchat_app_voice
sleep_avg_3=5.19 mood_avg_3=3.44 sleep_slope=0.214 mood_slope=-0.022 risk=37.64 trend=0.119 user_text=We have been fighting a lot and have 3 kids but we both want to stay together. I need some help to save our family.,"Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Hello, I do not live in the California area.",counselchat_app_voice
sleep_avg_3=6.37 mood_avg_3=2.77 sleep_slope=0.196 mood_slope=-0.217 risk=39.66 trend=0.004 user_text=I'm currently dating someone else and I really like him. But I love and miss my ex so much. What do I do?,"Current pattern appears stable, with no major short-term disruption. <p>Finding the right person is a tricky thing to do.",counselchat_app_voice
sleep_avg_3=4.83 mood_avg_3=3.37 sleep_slope=0.109 mood_slope=-0.050 risk=36.40 trend=-0.048 user_text=I feel like I have to be promiscuous in order to keep people around? It started after I got raped by my ex-boyfriend.,"Signals look stable right now, so continue a steady routine with one practical check-in step. <p>I recommend that you seek professional services to address the trauma you experienced.",counselchat_app_voice
sleep_avg_3=6.25 mood_avg_3=3.73 sleep_slope=-0.032 mood_slope=-0.081 risk=54.84 trend=-0.106 user_text=We kissed and he grabbed my boobs and we exchanged some texts and a few calls. It went on for about 8 months. Just when we were all together and our spouses were out of the room. Once I met him for lunch to tell him that,"Current pattern appears stable, with no major short-term disruption. <p>The issue at hand here is that you're betrayal broke his trust.",counselchat_app_voice
"sleep_avg_3=5.07 mood_avg_3=2.23 sleep_slope=-0.049 mood_slope=0.166 risk=72.29 trend=-0.269 user_text=Cheating is something unacceptable for me but because we have two daughters I decided not to break up the family. However, now I am struggling to forget and forgive what happened. I feel like I cannot trust him. Without ","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Let's just start with acknowledging that trust is huge and betrayal hurts.",counselchat_app_voice
sleep_avg_3=3.98 mood_avg_3=2.29 sleep_slope=-0.330 mood_slope=-0.517 risk=94.76 trend=-0.247 user_text=I feel that I need to end my present relationship. He lives three hours away and likes the reassurance of having someone to talk to multiple times per day and seeing me once or twice a month. I want someone who is more p,"Current pattern suggests high risk, and close support is recommended in the near term. <p>Sounds like your panic is less about loosing the relationship you are in (which by the way doesn't sound like it's me.",counselchat_app_voice
sleep_avg_3=5.84 mood_avg_3=2.92 sleep_slope=-0.294 mood_slope=0.235 risk=54.25 trend=-0.288 user_text=He goes out with her to dinner/brunch/movies when we are not together (we live 2 hours apart).,"Current pattern appears stable, with no major short-term disruption. <p>Would you have the same desire to meet this friend if she were a he? If you are concerned that their friendship is a .",counselchat_app_voice
sleep_avg_3=5.41 mood_avg_3=2.61 sleep_slope=-0.130 mood_slope=0.204 risk=57.88 trend=-0.206 user_text=What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always,"Current pattern appears stable, with no major short-term disruption. <p>What would make you feel no one wants to be with you?</p>.",counselchat_app_voice
"sleep_avg_3=5.80 mood_avg_3=2.87 sleep_slope=-0.129 mood_slope=-0.297 risk=38.91 trend=0.148 user_text=I'm in a relationship, but I feel like I'm always putting more into it and not getting reciprocated. My ex told me that I will never find anyone else, and that's lingering in the back of my mind.","Current pattern appears stable, with no major short-term disruption. <p>The most crucial key to any relationship is that mutual feeling you hold between you both: that you matter.",counselchat_app_voice
sleep_avg_3=5.40 mood_avg_3=2.00 sleep_slope=-0.259 mood_slope=0.145 risk=61.85 trend=-0.044 user_text=This is preventing me from getting a job. I have bad relationship with my bipolar mother. I am living with her but it stresses me out so much to be around her that I have locked myself in my room. I have no friends or ot,"Current pattern appears stable, with no major short-term disruption. <p>A good first step would be to make an appointment with your primary care provider &amp; discuss your concerns.",counselchat_app_voice
"sleep_avg_3=5.63 mood_avg_3=2.90 sleep_slope=0.075 mood_slope=0.268 risk=73.76 trend=0.277 user_text=I have no self control over food. Most people stop when they've had enough, but I keep eating for the pleasure of it. Especially with sweets - I'm never done eating dessert.","Current pattern appears stable, with no major short-term disruption. <p>Hello! I'm so glad you decided to write in today.",counselchat_app_voice
"sleep_avg_3=4.90 mood_avg_3=2.58 sleep_slope=-0.295 mood_slope=0.070 risk=65.85 trend=0.200 user_text=I have no self control over food. Most people stop when they've had enough, but I keep eating for the pleasure of it. Especially with sweets - I'm never done eating dessert.","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>I would recommend removing yourself from the environment you are in after you have finished eating.",counselchat_app_voice
sleep_avg_3=5.72 mood_avg_3=4.15 sleep_slope=-0.270 mood_slope=0.274 risk=66.97 trend=-0.050 user_text=I know someone who is extremely sensitive to stress and very sensitive to a negative tone of voice. Sometimes during a disagreement he tells me that my communication is having a harmful impact on him. Once he believes I ,"Signals look stable right now, so continue a steady routine with one practical check-in step. <p>With any type of criticism, it is usually best to introduce the topic at a neutral time, ie: when both of you are rel.",counselchat_app_voice
"sleep_avg_3=5.24 mood_avg_3=3.59 sleep_slope=0.142 mood_slope=0.155 risk=37.49 trend=0.264 user_text=When I ask him who he is talking to, he tells me no one. But, it sounds like he is holding a conversation with someone. I have even accused him of having a secret cell phone. I ask so much, I feel like I am losing it. Is","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>A rare topic &amp; likely extremely troublesome for you.",counselchat_app_voice
sleep_avg_3=6.70 mood_avg_3=3.17 sleep_slope=0.317 mood_slope=0.074 risk=57.72 trend=0.188 user_text=Does this go against any ethical codes? Are there legal ramifications?,"Signals look stable right now, so continue a steady routine with one practical check-in step. <p style=""font-family: -webkit-standard; -webkit-tap-highlight-color: rgba(26, 26, 26, 0.",counselchat_app_voice
"sleep_avg_3=5.70 mood_avg_3=2.94 sleep_slope=0.167 mood_slope=-0.040 risk=66.86 trend=0.178 user_text=We went out had great sex and I was really liking her. Then one day she says we should just be friends, but I can't stop thinking about her. She's always on mind and I want her back.","Current pattern appears stable, with no major short-term disruption. <p>It can be really difficult when someone you care about doesn't feel the same about you.",counselchat_app_voice
"sleep_avg_3=6.00 mood_avg_3=1.91 sleep_slope=-0.065 mood_slope=-0.204 risk=46.54 trend=-0.317 user_text=She cried because she lost all trust in me. Now I feel disgusting and like my heart just got stabbed, what do I do?","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>It sounds like you've already learned that just being honest is often the best approach.",counselchat_app_voice
sleep_avg_3=4.84 mood_avg_3=2.79 sleep_slope=-0.237 mood_slope=-0.149 risk=60.36 trend=0.305 user_text=I'm a 40 year old male and having erection problems. Still have the desire for a woman. Awfully frustrated. Any suggestions? My Doc doesn't want to discuss it.,"Current pattern appears stable, with no major short-term disruption. <p>When a doc blows you off it may be a signal that it is time to find a new one! ED can often be caused by health issue.",counselchat_app_voice
sleep_avg_3=5.03 mood_avg_3=2.34 sleep_slope=0.134 mood_slope=-0.179 risk=60.90 trend=0.146 user_text=What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always,"Current pattern appears stable, with no major short-term disruption. <p><span style='color: rgb(85, 85, 85);float: none;background-color: rgb(255, 255, 255);'>As a relat</span><span style='.",counselchat_app_voice
sleep_avg_3=6.21 mood_avg_3=3.32 sleep_slope=-0.110 mood_slope=-0.071 risk=74.91 trend=-0.312 user_text=He is in his late thirties and I am in my mid twenties. We have been together for about 5 months. I really like him. He says he cares about me and is willing to fight to make things right. He has been very apologetic and,"Current pattern appears stable, with no major short-term disruption. <p>Cheating is often a sign that something is amiss in the relationship.",counselchat_app_voice
"sleep_avg_3=5.57 mood_avg_3=3.77 sleep_slope=-0.223 mood_slope=0.227 risk=55.95 trend=0.021 user_text=However, it seems as though he is really talking to someone other than himself. I have even accused him of having a secret phone. Is he trying to make me crazy on purpose, or is he really talking to himself?","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Some people simply talk to themselves as a way of processing information.",counselchat_app_voice
sleep_avg_3=6.42 mood_avg_3=2.41 sleep_slope=-0.299 mood_slope=0.225 risk=76.58 trend=0.084 user_text=I keep getting into relationships with men that are in bad situations. I take them on and help them and do all I can and the relationship still fails. How do I learn to not get in relationships with men in bad situations,"Current pattern appears stable, with no major short-term disruption. <p>Sounds like you already see what's amiss.",counselchat_app_voice
sleep_avg_3=5.00 mood_avg_3=3.60 sleep_slope=0.019 mood_slope=-0.125 risk=67.04 trend=-0.031 user_text=My girlfriend's grandma passed away 5 months ago. They were very close. She took care of her till she died. Things kinda returned to normal few weeks later. Last month it feels like we hit a brick wall. Intimacy fell off,"Current pattern appears stable, with no major short-term disruption. <p><span style='color: rgb(85, 85, 85);float: none;background-color: rgb(255, 255, 255);'>Grief has a huge impact on us .",counselchat_app_voice
sleep_avg_3=2.96 mood_avg_3=3.45 sleep_slope=-0.190 mood_slope=-0.047 risk=62.40 trend=0.059 user_text=I have manic depression and last summer was very very bad. I have recurring nightmares and I avoid anything that will give me a similar feeling as I did that summer.,"Low sleep is the main concern right now, so prioritize rest structure and recovery habits. <p>In general, the answer is no.",counselchat_app_voice
sleep_avg_3=6.60 mood_avg_3=2.48 sleep_slope=0.156 mood_slope=0.313 risk=50.51 trend=0.024 user_text=I loved him more than anything. He passed away on our anniversary which was also the day I was going to apply for our apartment. I'm not handling it well. I moved to a new town and started a new life but nothing helps.,"Current pattern appears stable, with no major short-term disruption. <p>Grief is unpredictable and does not fit into rules and stereotypes.",counselchat_app_voice
"sleep_avg_3=6.26 mood_avg_3=3.84 sleep_slope=-0.258 mood_slope=-0.180 risk=77.65 trend=0.045 user_text=I have recently separated from my husband whom I have been with for 5 years. Throughout our 5 years together, I have stood by him through 2 affairs, him talking to other women while I was pregnant, his drug abuse and thr","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>It usually boils down to a lack of self esteem, self love and self acceptance.",counselchat_app_voice
"sleep_avg_3=6.88 mood_avg_3=3.64 sleep_slope=0.310 mood_slope=0.306 risk=58.20 trend=-0.095 user_text=I'm in a relationship with my fiancé and I currently found out that she's been cheating on me with a co-worker. I was very upset none the less. I understand what she did was wrong, but I want to spend the rest of my life","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>My first question for you would be to see if you've talked with her about it yet? You mentioned you found out.",counselchat_app_voice
"sleep_avg_3=5.80 mood_avg_3=3.24 sleep_slope=-0.116 mood_slope=-0.088 risk=38.65 trend=0.246 user_text=I'm in a relationship with my fiancé and I currently found out that she's been cheating on me with a co-worker. I was very upset none the less. I understand what she did was wrong, but I want to spend the rest of my life","Current pattern appears stable, with no major short-term disruption. <p>Hello, I know this is a tough situation your going through and it has you questioning everything but one thing is cer.",counselchat_app_voice
"sleep_avg_3=6.51 mood_avg_3=1.39 sleep_slope=-0.061 mood_slope=-0.163 risk=75.79 trend=-0.188 user_text=About 5 months ago my ex left without fully explaining why. For me it seemed out of the blue. I don't miss her as much as I used to but I just don't trust people anymore, not even my friends who I have known since my chi","Mood appears low right now, so keep the next step small and grounding. <p>Sounds like you need closure.",counselchat_app_voice
sleep_avg_3=5.18 mood_avg_3=3.90 sleep_slope=-0.064 mood_slope=-0.318 risk=70.51 trend=0.168 user_text=Then turn right back around and say he loves me and needs me. This rollercoaster is crazy.,"Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Your partners obviously very confused when it comes to love.",counselchat_app_voice
sleep_avg_3=4.34 mood_avg_3=2.40 sleep_slope=-0.066 mood_slope=-0.026 risk=61.89 trend=-0.216 user_text=Sometimes 3 times a night.,"Low sleep is the main concern right now, so prioritize rest structure and recovery habits. <p><font size=""3"" face=""Times New Roman""> </font><font size=""3"" face=""Calibri"">That's a&nbsp;difficult question&nbsp;to .",counselchat_app_voice
"sleep_avg_3=6.29 mood_avg_3=2.13 sleep_slope=0.077 mood_slope=0.319 risk=60.38 trend=0.149 user_text=I'm in a relationship with my fiancé and I currently found out that she's been cheating on me with a co-worker. I was very upset none the less. I understand what she did was wrong, but I want to spend the rest of my life","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>I'm sorry for the stress and unhappiness stemming the problem you describe.",counselchat_app_voice
sleep_avg_3=5.58 mood_avg_3=2.40 sleep_slope=0.044 mood_slope=-0.018 risk=38.00 trend=-0.083 user_text=I feel like I'm trying to convince myself that I'm okay when I'm not. I'm always blocking out the bad things and forgetting. I also feel like nobody cares for me and they never will. I feel truly alone.,"Current pattern appears stable, with no major short-term disruption. <p style=""margin-top:0in;margin-right:0in;margin-bottom:7.",counselchat_app_voice
sleep_avg_3=6.12 mood_avg_3=3.87 sleep_slope=0.224 mood_slope=-0.217 risk=50.24 trend=0.240 user_text=This is preventing me from getting a job. I have bad relationship with my bipolar mother. I am living with her but it stresses me out so much to be around her that I have locked myself in my room. I have no friends or ot,"Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Overwhelming fear, social anxiety and depression are especially painful because they make behaving constructively a c.",counselchat_app_voice
"sleep_avg_3=5.15 mood_avg_3=2.45 sleep_slope=-0.528 mood_slope=-0.519 risk=60.07 trend=-0.546 user_text=My doctor thinks that seeing a psychiatrist will help with my depression and anxiety. Now my anxiety is worse, what do I do? Writing on here has taken every bit of strength I have left.","Your trend looks declining this week, with rising strain and reduced resilience. <p>Did you take the medication the way the psychiatrist prescribed it? &nbsp;Did you follow up with her/him to report ho.",counselchat_app_voice
"sleep_avg_3=5.90 mood_avg_3=3.44 sleep_slope=-0.036 mood_slope=-0.165 risk=41.78 trend=-0.025 user_text=In particular during family gatherings (such as funerals), where there are different customs.","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>You have an opportunity, but you haven't described a problem.",counselchat_app_voice
sleep_avg_3=4.59 mood_avg_3=3.88 sleep_slope=0.022 mood_slope=0.131 risk=55.30 trend=-0.035 user_text=I have manic depression and last summer was very very bad. I have recurring nightmares and I avoid anything that will give me a similar feeling as I did that summer.,"Low sleep is the main concern right now, so prioritize rest structure and recovery habits. <p>A PTSD diagnosis requires an event which occurred at least 6 months prior to the symptoms.",counselchat_app_voice
sleep_avg_3=4.82 mood_avg_3=1.88 sleep_slope=0.113 mood_slope=0.235 risk=77.80 trend=0.232 user_text=I always feel like I'm not good enough and it literally is so hard living. I don't know how to talk to my parents about it.,"Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Are you a teen? &nbsp;This is a really hard problem for more teens (and adults) than let on.",counselchat_app_voice
"sleep_avg_3=6.68 mood_avg_3=4.10 sleep_slope=0.245 mood_slope=0.024 risk=65.49 trend=0.068 user_text=I think I'm annoying and bothersome, but my girlfriend says I'm just fine. I don't think so, I think I'm stressing everyone else out","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>I think you have identified something important here.",counselchat_app_voice
sleep_avg_3=3.82 mood_avg_3=3.86 sleep_slope=-0.222 mood_slope=0.100 risk=77.48 trend=-0.033 user_text=Sometimes 3 times a night.,"Low sleep is the main concern right now, so prioritize rest structure and recovery habits. <p>As a depth therapist (aka ""psychodynamic practitioner""), I do a lot of dream work with clients; and they gain great i.",counselchat_app_voice
"sleep_avg_3=5.67 mood_avg_3=3.52 sleep_slope=0.007 mood_slope=0.096 risk=52.86 trend=-0.241 user_text=I found out my boyfriend takes anti-depression medicine. Lately he's been saying he has a lot on his mind, and he needs time to think about us. We've only been dating 3 weeks but I like him a lot.","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>This seems like two questions.",counselchat_app_voice
sleep_avg_3=6.83 mood_avg_3=3.62 sleep_slope=0.051 mood_slope=0.187 risk=65.77 trend=-0.085 user_text=I feel like I'm trying to convince myself that I'm okay when I'm not. I'm always blocking out the bad things and forgetting. I also feel like nobody cares for me and they never will. I feel truly alone.,"Current pattern appears stable, with no major short-term disruption. <p>I'm glad you're aware of how you honestly feel.",counselchat_app_voice
sleep_avg_3=3.20 mood_avg_3=2.69 sleep_slope=-0.095 mood_slope=-0.075 risk=58.54 trend=-0.044 user_text=Sometimes 3 times a night.,"Sleep remains below target, so start with one practical sleep-support action today. <p>Dreams are our chance to make sense of our waking lives.",counselchat_app_voice
"sleep_avg_3=7.54 mood_avg_3=1.34 sleep_slope=-0.056 mood_slope=-0.212 risk=56.40 trend=-0.138 user_text=About 5 months ago my ex left without fully explaining why. For me it seemed out of the blue. I don't miss her as much as I used to but I just don't trust people anymore, not even my friends who I have known since my chi","Mood appears low right now, so keep the next step small and grounding. <p>since you realize your sense of trust was broken, withdrawing from close relationships, makes sense.",counselchat_app_voice
"sleep_avg_3=6.48 mood_avg_3=3.16 sleep_slope=0.060 mood_slope=0.167 risk=40.51 trend=-0.135 user_text=I think I'm annoying and bothersome, but my girlfriend says I'm just fine. I don't think so, I think I'm stressing everyone else out","Signals look stable right now, so continue a steady routine with one practical check-in step. Interesting: &nbsp;How much of your issue is your own self-judging and how much of your perception is real?<div><br></di.",counselchat_app_voice
sleep_avg_3=5.39 mood_avg_3=1.70 sleep_slope=-0.260 mood_slope=-0.461 risk=92.04 trend=-0.333 user_text=Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven. When I think of living forever (even if it is in heaven which shou,"Current pattern suggests high risk, and close support is recommended in the near term. <p>Many people generate intense anxiety with obsessive thinking.",counselchat_app_voice
sleep_avg_3=5.94 mood_avg_3=2.86 sleep_slope=-0.131 mood_slope=0.156 risk=64.58 trend=-0.226 user_text=I keep on begging him to come back. I am so unhappy with him but am so scared of being a single parent to our son. I was abused as a little girl and that has made to be very abusive to men. What should I do...,"Current pattern appears stable, with no major short-term disruption. <p>Major change frightens almost everybody.",counselchat_app_voice
"sleep_avg_3=4.70 mood_avg_3=2.71 sleep_slope=-0.172 mood_slope=0.112 risk=68.16 trend=-0.230 user_text=She was raised by her abusive father and his wife. 30 years ago I shot and killed my rapist and was convicted in Louisiana. I lost custody of my daughter and served 5 years. When I was released, she was 5 and didn't reme","Low sleep is the main concern right now, so prioritize rest structure and recovery habits. <p>Was either parent abusive or violent toward you?</p><p>You sound to have suffered emotionally in your relationships s.",counselchat_app_voice
sleep_avg_3=3.44 mood_avg_3=3.64 sleep_slope=-0.016 mood_slope=0.159 risk=61.42 trend=-0.070 user_text=Sometimes 3 times a night.,"Low sleep is the main concern right now, so prioritize rest structure and recovery habits. <p>Perhaps more dreaming means that you are making use of your mind to solve problems.",counselchat_app_voice
"sleep_avg_3=7.13 mood_avg_3=3.35 sleep_slope=0.056 mood_slope=0.001 risk=57.03 trend=-0.078 user_text=I'm in a relationship with my fiancé and I currently found out that she's been cheating on me with a co-worker. I was very upset none the less. I understand what she did was wrong, but I want to spend the rest of my life","Current pattern appears stable, with no major short-term disruption. <p><a href=""http://www.",counselchat_app_voice
sleep_avg_3=6.36 mood_avg_3=3.89 sleep_slope=-0.011 mood_slope=-0.010 risk=50.71 trend=0.108 user_text=Why am I attracted to older men?,"Signals look stable right now, so continue a steady routine with one practical check-in step. <p>What a wonderful question!</p><p>Good for you on clearly knowing your priorities.",counselchat_app_voice
"sleep_avg_3=5.62 mood_avg_3=2.54 sleep_slope=-0.176 mood_slope=-0.142 risk=68.23 trend=0.185 user_text=I found out my boyfriend takes anti-depression medicine. Lately he's been saying he has a lot on his mind, and he needs time to think about us. We've only been dating 3 weeks but I like him a lot.","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Your boyfriend may like you a lot as well.",counselchat_app_voice
"sleep_avg_3=5.66 mood_avg_3=2.90 sleep_slope=0.264 mood_slope=0.260 risk=70.96 trend=0.221 user_text=I have been with my best friend for over a year, and we have had a beautiful baby girl. We were in love, and I still love her dearly. I am in my late teens and so is she. She says she has lost her connection with me. She","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Congrats on having your daughter!</p><p>Have you told your partner about your feelings of ""hurt and confused""?</p><p>.",counselchat_app_voice
sleep_avg_3=6.58 mood_avg_3=2.67 sleep_slope=-0.299 mood_slope=0.081 risk=75.89 trend=0.005 user_text=Then turn right back around and say he loves me and needs me. This rollercoaster is crazy.,"Current pattern appears stable, with no major short-term disruption. <p>Yes, I agree with your view about the ""rollercoaster"" sounding ""crazy""!</p><p>Concentrate on knowing what your reason.",counselchat_app_voice
sleep_avg_3=6.13 mood_avg_3=3.08 sleep_slope=0.154 mood_slope=0.238 risk=76.70 trend=-0.284 user_text=I'm going through a majorly bad divorce and my wife is making things so impossible for me. I need help.,"Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Crying due to a dissolution of a marriage, is normal.",counselchat_app_voice
"sleep_avg_3=3.41 mood_avg_3=3.79 sleep_slope=-0.185 mood_slope=0.140 risk=78.59 trend=-0.202 user_text=I want us all to get along, but feel that I am not being respected. Of course I do have some insecurities because he was with his ex for 8 years. He wants to see his step daughter and ex makes it so he has to go there to","Sleep remains below target, so start with one practical sleep-support action today. <p>How much of your unhappiness with your boyfriend's way of handling himself regarding his ex, have you told him?</p><p.",counselchat_app_voice
"sleep_avg_3=5.66 mood_avg_3=1.97 sleep_slope=-0.051 mood_slope=-0.206 risk=75.21 trend=-0.045 user_text=My therapist is gay so there are no sexual issues here. However, my therapist for six years has made me believe that he cares about me and that we are friends. I have loaned money to him many times, and he always paid me","Low mood is the dominant concern in this window, so use gentle routines and supportive check-ins. <p>Do you want this therapist to have your credit card information?</p><p>If not, then cancel the credit cards that you .",counselchat_app_voice
"sleep_avg_3=7.56 mood_avg_3=0.87 sleep_slope=-0.041 mood_slope=-0.229 risk=54.25 trend=-0.036 user_text=I found messages between my boyfriend and this girl on social media. He was asking her for naked pictures and then hung out with her once, but nothing happened. I didn’t find out about the messages until last month and t","Mood appears low right now, so keep the next step small and grounding. <p>I'm sorry for so much stress in your relationship life.",counselchat_app_voice
sleep_avg_3=3.87 mood_avg_3=3.27 sleep_slope=-0.006 mood_slope=-0.058 risk=70.09 trend=-0.213 user_text=In 2008 my former husband of 14 years walked away from my life and we've been separated ever since. We have always been together sexually and both have experienced sleeping with others. I stopped because I wanted my marr,"Low sleep is the main concern right now, so prioritize rest structure and recovery habits. <p>Sorry to hear about the stress in your relationship.",counselchat_app_voice
sleep_avg_3=5.86 mood_avg_3=2.94 sleep_slope=-0.256 mood_slope=0.057 risk=60.32 trend=-0.128 user_text=I was married to a narcissist sociopath for 10 years. During that time I was a general manager. I used to help him financially and in other ways when we were together. But things began to change. He emotionally and sexua,"Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Congratulations on leaving your marriage!</p><p>It is ok and natural to feel sadness, loss, uncertainty in direction,.",counselchat_app_voice
"sleep_avg_3=6.20 mood_avg_3=3.87 sleep_slope=-0.249 mood_slope=0.247 risk=68.21 trend=-0.195 user_text=I have been diagnosed with ADHD and experienced manic depression episodes. I have problems with anger management. Apparently, I also have an ODD, bipolar and split personality. How can I be truly happy?","Current pattern appears stable, with no major short-term disruption. <p>The ADHD and manic depressive episodes are terms other people told you that you have.",counselchat_app_voice
"sleep_avg_3=7.78 mood_avg_3=1.03 sleep_slope=-0.014 mood_slope=-0.208 risk=70.51 trend=-0.175 user_text=My therapist is gay so there are no sexual issues here. However, my therapist for six years has made me believe that he cares about me and that we are friends. I have loaned money to him many times, and he always paid me","Mood appears low right now, so keep the next step small and grounding. <p>I'm sorry to hear that this has&nbsp;happened.",counselchat_app_voice
"sleep_avg_3=6.54 mood_avg_3=1.94 sleep_slope=-0.042 mood_slope=-0.005 risk=54.46 trend=-0.192 user_text=My boyfriend says I'm nuts. I need to get help because I get an overwhelming feeling that he is cheating on me. Whenever I try to talk with him about it, he always turns it around on me by telling me what I'm doing wrong","Mood appears low right now, so keep the next step small and grounding. <p>Trust your intuition that your boyfriend is involved with other people.",counselchat_app_voice
"sleep_avg_3=6.30 mood_avg_3=2.07 sleep_slope=0.164 mood_slope=-0.203 risk=34.29 trend=0.252 user_text=I am having a problem with extended family members who are inappropriately urinating in my home. They are peeing in cat litter boxes, bottles, and directly on floors and in corners of my house. Is there any literature th","Current pattern appears stable, with no major short-term disruption. <p>Hi,&nbsp;</p><p>This sounds like a very challenging and upsetting problem - good for you for reaching out! My first t.",counselchat_app_voice
"sleep_avg_3=3.94 mood_avg_3=2.56 sleep_slope=-0.012 mood_slope=0.055 risk=49.59 trend=0.013 user_text=Tonight, my husband seemed to put our son down through an incorrect approach. His approach was perfectly wrong. I found myself defending my son. I told him that what he did was not the way to encourage our son. Instead o","Sleep remains below target, so start with one practical sleep-support action today. <p>I have had these many cases, but in situations like this.",counselchat_app_voice
sleep_avg_3=6.33 mood_avg_3=3.09 sleep_slope=-0.203 mood_slope=0.178 risk=67.57 trend=-0.184 user_text=How do I ever trust another woman? I have found myself constantly reading between the lines with every other woman that I meet. I am having a difficult time making any sort of connection to anyone because of her deceptio,"Current pattern appears stable, with no major short-term disruption. <p>I'm sorry to hear about being taken advantage of by your former wife.",counselchat_app_voice
sleep_avg_3=5.57 mood_avg_3=3.07 sleep_slope=-0.254 mood_slope=-0.128 risk=60.82 trend=0.045 user_text=I am currently living in a hotel and I don’t have a family. I met a guy a month ago. He is a bisexual. He has a lot of gay friends on social networking sites. He would not help pay for the room. When I asked for the TV r,"Signals look stable right now, so continue a steady routine with one practical check-in step. <p>I am less concerned about this man as bisexual and having gay friends, than about how you feel is treating you.",counselchat_app_voice
sleep_avg_3=3.94 mood_avg_3=1.11 sleep_slope=-0.438 mood_slope=-0.531 risk=76.42 trend=-0.282 user_text=I’m a senior high school student. I’m also five months pregnant. I got pregnant by my boyfriend of three years. My parents don’t want us to communicate with each other. He can’t even come to visit my gynecologist. My mom,"Current pattern suggests high risk, and close support is recommended in the near term. <p>You're not wrong for wanting to be with your boyfriend of three years who is also the biological father of your child.",counselchat_app_voice
sleep_avg_3=7.10 mood_avg_3=4.15 sleep_slope=0.098 mood_slope=0.185 risk=68.31 trend=-0.148 user_text=I have always wanted to have a transition from male to female for some time now. This issue has persisted for 10 years already but I don't know where to start. I do not have the soundest information either.,"Current pattern appears stable, with no major short-term disruption. <p>Wonderful! &nbsp;I am so excited for you.",counselchat_app_voice
sleep_avg_3=5.93 mood_avg_3=3.85 sleep_slope=-0.126 mood_slope=-0.227 risk=48.68 trend=-0.093 user_text=How do I stop those thoughts?,"Current pattern appears stable, with no major short-term disruption. <p>The thoughts you are having are just thoughts.",counselchat_app_voice
sleep_avg_3=5.88 mood_avg_3=2.82 sleep_slope=-0.068 mood_slope=-0.053 risk=67.54 trend=-0.061 user_text=I feel like I would be more comfortable as a girl even though I still like girls. I think I'm like a girl stuck in a guy body. I imagine myself as a girl too. I think this more because my friends say that if I was a girl,"Current pattern appears stable, with no major short-term disruption. <p>Gender is personal thing.",counselchat_app_voice
sleep_avg_3=5.65 mood_avg_3=3.73 sleep_slope=0.304 mood_slope=0.171 risk=34.86 trend=0.131 user_text=I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a seri,"Signals look stable right now, so continue a steady routine with one practical check-in step. <p>First of all, I am sorry that you have been missing out on your childhood.",counselchat_app_voice
"sleep_avg_3=6.39 mood_avg_3=2.41 sleep_slope=0.213 mood_slope=-0.305 risk=52.81 trend=-0.075 user_text=I'm going through a divorce with my wife of three years, who I've known since the 4th grade and been involved with for seven years! We just had a baby seven months ago and never got along with my mother, who I've lived w","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>It's hard to accept the end of a marriage when it's not your choice; you feel powerless, abandoned and unwanted.",counselchat_app_voice
